id,date,user,pc,activity
{A6F8-E0EL77UT-8022BFGA},08/09/2010 17:24:23,OCS0865,PC-8309,Connect
{Y2F9-L4KW28VB-8989YDTH},08/09/2010 17:25:39,BJP0134,PC-0898,Disconnect
{C4U2-A3EF41QA-2615WGLW},08/09/2010 17:25:52,HSB0196,PC-8001,Disconnect
{P3X8-D9BX31RV-0588TAXC},08/09/2010 17:26:39,OCS0865,PC-8309,Disconnect
{V5G0-C4NI99UX-2385QCMY},08/09/2010 17:26:43,RMW0542,PC-7543,Connect
{K6J8-W3VX17ZE-9348ZLUK},08/09/2010 17:27:47,VIA0063,PC-2684,Connect
{O5H6-U3RT28OG-7341ZZWS},08/09/2010 17:28:39,ZKS0899,PC-8517,Disconnect
{U8X0-I7RJ04ML-9000TGJR},08/09/2010 17:30:24,SAA0999,PC-4559,Disconnect
{C6V3-Z4QD58XM-7775YNNN},08/09/2010 17:32:26,ZKS0899,PC-8517,Connect
{Q8A3-Z1MC07GR-6807IEOC},08/09/2010 17:33:53,MLL0598,PC-0189,Connect
{J5T7-E6BF72ZD-8997EBUQ},08/09/2010 17:36:12,HSB0196,PC-8001,Connect
{A7A1-I0SN13SP-7998XRLK},08/09/2010 17:36:32,ZKS0899,PC-8517,Disconnect
{J7N8-Z0WS30II-7695NYDM},08/09/2010 17:36:41,MLL0598,PC-0189,Disconnect
{Y3T2-F7UQ63KA-2121CVKI},08/09/2010 17:37:17,VIA0063,PC-2684,Disconnect
{B7Z7-M6VK69YT-6694NTUK},08/09/2010 17:37:49,ESR0693,PC-8863,Disconnect
{T0B0-G7YM01HZ-9490FQVG},08/09/2010 17:37:50,LJT0817,PC-3120,Connect
{I1B0-S6HW28KB-2531ALLV},08/09/2010 17:38:29,CCL0068,PC-7699,Connect
{C0D2-O2ZA28JN-6292LZAL},08/09/2010 17:38:58,RHL0992,PC-9040,Connect
{P6K8-C5JB21KO-9636RUBT},08/09/2010 17:40:13,CTA0020,PC-3118,Disconnect
{H5V8-D8AX12WF-9155RACF},08/09/2010 17:41:21,RMW0542,PC-7543,Disconnect
{H6T6-L7PW66PI-4345RMBT},08/09/2010 17:43:47,XWD0923,PC-1637,Connect
{N7R4-L7TU13VZ-4992JTNZ},08/09/2010 17:43:52,BJM0111,PC-6866,Connect
{R4Z4-D4WN81DY-6547KCXA},08/09/2010 17:47:08,JDF0593,PC-6301,Connect
{T6G1-Y4JW82PL-8986SFLP},08/09/2010 17:49:01,WIF0691,PC-6390,Disconnect
{W7X2-G2AX13VI-6802EIFK},08/09/2010 17:49:26,BJM0111,PC-6866,Disconnect
{X2V4-M9PD36ME-5546MARR},08/09/2010 17:52:54,HSB0196,PC-8001,Disconnect
{C5C9-Y9UT06PU-3792WYBF},08/09/2010 17:54:42,SAA0999,PC-4559,Connect
{T9V3-Z5DA43DT-2913TZWG},08/09/2010 17:55:25,CCL0068,PC-7699,Disconnect
{P9K7-W0TT75FA-3090TMIE},08/09/2010 17:57:52,VCC0396,PC-4582,Connect
{Y2G5-Q0LJ85IE-8169ZOUQ},08/09/2010 17:59:04,JDF0593,PC-6301,Disconnect
{I2Q2-W1QD99EZ-2388YWJP},08/09/2010 17:59:10,XWD0923,PC-1637,Disconnect
{A1K6-F0DC12OX-8616AZFU},08/09/2010 18:01:41,VSS0154,PC-6055,Connect
{X8W6-V5GD53WH-2568GUXR},08/09/2010 18:01:46,VCC0396,PC-4582,Disconnect
{G9K0-Y8IN65YA-3743YFKD},08/09/2010 18:05:58,ESR0693,PC-8863,Connect
{G8H3-H3FX05LJ-2699CLQM},08/09/2010 18:12:26,SAA0999,PC-4559,Disconnect
{F9P4-D6LO14QV-1039QCJZ},08/09/2010 18:18:55,VSS0154,PC-6055,Disconnect
{E6J6-A8SX38NF-6855APOF},08/09/2010 18:19:26,AJF0370,PC-7623,Connect
{K2N6-Q6BW41ML-7894UWSW},08/09/2010 18:22:16,ESR0693,PC-8863,Disconnect
{B4S0-L3DT30JQ-0493IYLY},08/09/2010 18:23:10,BRM0995,PC-0768,Connect
{V0T9-B2PU67YC-4398ROUK},08/09/2010 18:26:29,BRM0995,PC-0768,Disconnect
{M2V0-L7IL08PC-7776MQOK},08/09/2010 18:30:52,LJT0817,PC-3120,Disconnect
{G0B2-Z2CG29TP-5423JCXR},08/09/2010 18:31:43,AJF0370,PC-7623,Disconnect
{M3A8-K1SH75SP-6403WXPO},08/09/2010 18:32:34,RHL0992,PC-9040,Disconnect
{N0I4-M9WW56IW-2078ZGIY},08/09/2010 18:32:46,SAA0999,PC-4559,Connect
{O8P4-D1WJ24EH-1487RBXA},08/09/2010 18:41:29,SAA0999,PC-4559,Disconnect
{M5L6-C4IF22UJ-8455FHZP},08/09/2010 18:56:32,MOS0047,PC-0205,Connect
{O2U3-R5YY23MC-5228HGJF},08/09/2010 18:58:34,MOS0047,PC-0205,Disconnect
{H5B7-Q1EB71HS-2464QHDC},08/09/2010 19:30:07,HRL0540,PC-1117,Connect
{M6H6-E5VC08LO-6987GLYO},08/09/2010 19:31:01,BRM0995,PC-0768,Connect
{E7P9-L3FM80UX-6317KPHQ},08/09/2010 19:36:26,HRL0540,PC-1117,Disconnect
{F6Z0-E5ZE94DL-4635WGDB},08/09/2010 19:50:55,CGB0637,PC-8508,Connect
{C3K6-U2MX95RF-3537QPIY},08/09/2010 19:55:10,HRL0540,PC-1117,Connect
{U6G0-W1VY47RH-2254HQOR},08/09/2010 19:56:29,HRL0540,PC-1117,Disconnect
{M0D7-D4LG43AU-6446DUAY},08/09/2010 19:56:48,HRL0540,PC-1117,Connect
{G5N7-I2DZ08IB-2631HNTD},08/09/2010 20:01:10,HRL0540,PC-1117,Disconnect
{F9Q8-B8WU28DI-7404QQND},08/09/2010 20:02:53,BRM0995,PC-0768,Disconnect
{K9S3-Y1CE28EM-3818QTPE},08/09/2010 20:04:40,CGB0637,PC-8508,Disconnect
{D1D1-L1AU92IC-6640DIDT},08/09/2010 20:06:41,BRM0995,PC-0768,Connect
{U5R9-D3OJ38HJ-3333HTDY},08/09/2010 20:09:36,BRM0995,PC-0768,Disconnect
{Z8Y8-Z0DS81WV-2566BLWX},08/09/2010 20:18:40,RHL0992,PC-9040,Connect
{K3P3-W3DR87IF-8716JRLM},08/09/2010 20:20:13,RHL0992,PC-9040,Disconnect
{Z7Z3-A4OB56LV-0710FNJT},08/09/2010 20:29:10,HRL0540,PC-1117,Connect
{X8V1-K7VC17KE-5560OPSX},08/09/2010 20:31:49,HRL0540,PC-1117,Disconnect
{L4N8-H1IU21QX-3851ZCNF},08/09/2010 20:33:42,BAL0044,PC-1586,Connect
{L0E2-D7CV21LK-5919GYZU},08/09/2010 20:36:58,BAL0044,PC-1586,Disconnect
{E4P6-A9VU65HL-2920DYKA},08/09/2010 20:50:01,HRL0540,PC-1117,Connect
{R9S8-T5WD22DW-9540LNKD},08/09/2010 20:55:26,CCA0046,PC-6539,Connect
{V9V6-F1BE29HP-0999EFZV},08/09/2010 20:56:04,CCA0046,PC-6539,Disconnect
{F9U1-M2GH25FT-7474TNSB},08/09/2010 21:03:41,BAL0044,PC-4886,Connect
{E6T5-R5BV79LZ-2573KOVO},08/09/2010 21:05:51,HRL0540,PC-1117,Disconnect
{E8H0-A5UQ17XH-8157CUOC},08/09/2010 21:06:03,BAL0044,PC-4886,Disconnect
{A2S8-S3NT55SC-5405ZDTK},08/09/2010 21:08:19,HRL0540,PC-1117,Connect
{P1L2-F2RG59WR-5938RVWR},08/09/2010 21:11:14,HRL0540,PC-1117,Disconnect
{L7R6-Q8VX25QG-2190ZBAQ},08/09/2010 21:33:35,CAH0936,PC-2276,Connect
{E5A1-R5IC66NE-7206GIQJ},08/09/2010 21:44:56,CAH0936,PC-2276,Disconnect
{Y2U7-L9DQ71JP-9321ALYJ},08/09/2010 21:45:45,HDS0367,PC-4835,Connect
{H8E3-Z0VP83XJ-9444HSPN},08/09/2010 21:47:20,HDS0367,PC-4835,Disconnect
{F7G0-W5PN42ZC-6369LCCX},08/09/2010 21:58:00,MPM0220,PC-0507,Connect
{K1T7-B6KF42HF-4044AFIE},08/09/2010 21:58:27,BMG0917,PC-6688,Connect
{U7F3-K3TL04AZ-1161OAEJ},08/09/2010 21:59:21,MPM0220,PC-0507,Disconnect
{N8S0-V5LB30PH-4306ZMEO},08/09/2010 22:10:08,BMG0917,PC-6688,Disconnect
{B7W8-U1YM60CT-3353PZHJ},08/09/2010 22:25:58,BMG0917,PC-6688,Connect
{X0W4-Q3AT66RT-5996RYHT},08/09/2010 22:28:42,CAH0936,PC-2276,Connect
{O1O3-H4WR65LK-2492COKZ},08/09/2010 22:36:56,BMG0917,PC-6688,Disconnect
{L3S0-N9HX95WH-9243MFJP},08/09/2010 23:13:31,CAH0936,PC-2276,Disconnect
{C4W5-D8HF11MX-9325IOOW},08/09/2010 23:24:03,BAL0044,PC-6985,Connect
{C1A7-M3PA44KH-9609CLFT},08/09/2010 23:25:15,BAL0044,PC-6985,Disconnect
{Q4A7-F5WA84BV-3144YQRT},08/09/2010 23:33:51,CCA0046,PC-7264,Connect
{P8J5-P9FG98BK-0354VEVZ},08/09/2010 23:35:34,MPM0220,PC-1805,Connect
{J3D7-G6XV63LX-0024WFSC},08/09/2010 23:37:50,CCA0046,PC-7264,Disconnect
{C9A1-E4VV43QI-7378FUOH},08/09/2010 23:38:40,MPM0220,PC-1805,Disconnect
{Q4B9-F8CD04JO-9759UWGV},08/09/2010 23:42:33,MPM0220,PC-3978,Connect
{L4D1-H5HW83GH-7340RODR},08/09/2010 23:42:47,MPM0220,PC-3978,Disconnect
{H6J3-I2KT06VT-9307HMWH},08/10/2010 00:06:05,HDS0367,PC-0092,Connect
{F7M9-Q5YR03BP-3358YJGW},08/10/2010 00:11:38,HDS0367,PC-0092,Disconnect
{S1Q4-E4ZQ37NN-5572IVLC},08/10/2010 00:48:03,MPM0220,PC-4524,Connect
{J7J4-H1DI81KE-8920ADGO},08/10/2010 00:49:25,MPM0220,PC-4524,Disconnect
{V6E0-G1FO25RQ-4551NXAX},08/10/2010 01:11:52,IBB0359,PC-8397,Connect
{R7T2-V7GG03UO-4726AUYA},08/10/2010 01:12:33,IBB0359,PC-8397,Disconnect
{Y2O6-K8ZN08UN-7352SVMP},08/10/2010 02:53:29,BSS0369,PC-0365,Connect
{P2A4-G1HF06EJ-0925YSIB},08/10/2010 02:53:43,BSS0369,PC-0365,Disconnect
{W2L4-C6DH50LB-3955LNXD},08/10/2010 03:17:22,CCA0046,PC-7275,Connect
{M2D7-N3XH85IY-2486ZLQI},08/10/2010 03:18:15,CCA0046,PC-7275,Disconnect
{S3K3-T5SX16WZ-3297MCAI},08/10/2010 03:18:57,BAL0044,PC-5046,Connect
{K2M5-S3ZH21DY-5912EAQT},08/10/2010 03:19:01,BAL0044,PC-5046,Disconnect
{Z1G3-M6LU13ND-8108FDQM},08/10/2010 04:27:32,BSS0369,PC-3296,Connect
{P5Y4-J6XH23TR-1979YKQG},08/10/2010 04:27:39,BSS0369,PC-3296,Disconnect
{O2P5-D8FR41TY-3394HAVS},08/10/2010 04:56:31,CCA0046,PC-0843,Connect
{H7S9-E4WW35JZ-4801OSSX},08/10/2010 04:56:50,CCA0046,PC-0843,Disconnect
{W9U7-Q3DO59CP-2875FDLE},08/10/2010 05:03:35,BDV0168,PC-2464,Connect
{W4U5-F0XC05SG-5537MBYV},08/10/2010 05:12:03,BDV0168,PC-2464,Disconnect
{D8J0-C0UZ09GY-7483RKHH},08/10/2010 06:08:34,IBB0359,PC-5082,Connect
{T3U0-D5DB67PK-9711DWUZ},08/10/2010 06:11:19,BSS0369,PC-6382,Connect
{P9X9-N6KL37ZN-8104HZCQ},08/10/2010 06:12:46,IBB0359,PC-5082,Disconnect
{Q0Y9-I3OB58GA-5923KWQK},08/10/2010 06:13:00,BSS0369,PC-6382,Disconnect
{O4H9-D1HL21ZK-5532IMOM},08/10/2010 06:33:58,BSS0369,PC-9850,Connect
{D1C7-R3AC28CE-9736VYKH},08/10/2010 06:46:39,BSS0369,PC-9850,Disconnect
{H1D5-L0YT30JY-5849YNXK},08/10/2010 06:59:58,MPM0220,PC-3227,Connect
{W9P2-I1DZ37LL-3289MLSO},08/10/2010 07:01:04,MPM0220,PC-3227,Disconnect
{E5C0-F5QU92ZE-7012CSQM},08/10/2010 07:10:31,LRR0148,PC-4275,Connect
{W4X4-T1GR24JT-8312MKPI},08/10/2010 07:13:50,DLM0051,PC-0166,Connect
{C1G5-W0AS65FO-9650VYAD},08/10/2010 07:18:37,IRM0931,PC-7188,Connect
{T6G6-B4UO52QS-4329BJOI},08/10/2010 07:19:20,IRM0931,PC-7188,Disconnect
{X2H2-E4ID22NZ-8055TIBP},08/10/2010 07:30:37,IRM0931,PC-7188,Connect
{V2V0-T7NS35IL-4093NRAW},08/10/2010 07:33:49,MOH0273,PC-6699,Connect
{M6G2-G9CH81YX-3731FVGN},08/10/2010 07:38:27,MPM0220,PC-2344,Connect
{Z0I7-M5YI74DM-5513HDRH},08/10/2010 07:40:23,DIW0118,PC-0174,Connect
{U2K5-W1TX99ZB-9117GOIY},08/10/2010 07:43:24,MOH0273,PC-6699,Disconnect
{V6K9-T7DF05PQ-6244FPJJ},08/10/2010 07:47:57,HWW0436,PC-8391,Connect
{I1B3-X3JP53XK-4751GFLV},08/10/2010 07:48:16,MPM0220,PC-2344,Disconnect
{Z4P4-P0QQ73ZY-0184OIBD},08/10/2010 07:51:14,NAF0326,PC-0384,Connect
{X8L6-I5CZ35XT-8201SNCS},08/10/2010 07:54:36,DIW0118,PC-0174,Disconnect
{E1S5-C8EU45IH-3730WXNZ},08/10/2010 07:55:45,TSR0676,PC-9227,Connect
{X5H5-N8LC74WU-7903GPSJ},08/10/2010 07:58:54,LRR0148,PC-4275,Disconnect
{W1J8-O2US37XX-8613BIGO},08/10/2010 07:58:56,HWW0436,PC-8391,Disconnect
{U5N6-E9XU94VU-8169SEFP},08/10/2010 08:00:20,AIB0948,PC-8245,Connect
{T5S3-I1XM54ND-4781UKFF},08/10/2010 08:01:13,HPH0075,PC-2417,Connect
{Q1A4-K6VE02VG-0331GSRA},08/10/2010 08:02:30,AVM0947,PC-0285,Connect
{G3F0-S9NJ36TY-4297LKBI},08/10/2010 08:02:54,TSR0676,PC-9227,Disconnect
{Z2S0-V6IO24LI-0677IYUZ},08/10/2010 08:03:19,DLM0051,PC-0166,Disconnect
{E3C5-V8OC63SH-2654TDPY},08/10/2010 08:04:55,JDB0169,PC-7502,Connect
{X5K9-Z0EF22JS-8855SSER},08/10/2010 08:05:00,JDB0169,PC-7502,Disconnect
{M4K5-P7BK09UB-7179PNXE},08/10/2010 08:06:20,KKW0879,PC-2531,Connect
{N9L6-T9TG94OR-4332MRDN},08/10/2010 08:07:18,AIB0948,PC-8245,Disconnect
{R6T3-K7SE34NC-1797VAQI},08/10/2010 08:07:36,TNM0961,PC-2030,Connect
{V9Q7-Q9XL82UM-3982UNNA},08/10/2010 08:08:32,NOB0181,PC-3446,Connect
{S6O9-H1EP26DH-4824VGLK},08/10/2010 08:10:19,QRM0739,PC-7343,Connect
{S3R9-D1QO40GQ-3901IOVR},08/10/2010 08:10:35,RHO0732,PC-6232,Connect
{O9X9-H2AU11MN-7247LZRK},08/10/2010 08:10:44,DLM0051,PC-0166,Connect
{Y2C9-G5SF74AR-1350VKNN},08/10/2010 08:11:02,IRM0931,PC-7188,Disconnect
{O6O2-G8QP79IL-2135CPFK},08/10/2010 08:13:10,RHO0732,PC-6232,Disconnect
{T2C4-Q9UZ43VB-5772FKLI},08/10/2010 08:13:35,DLM0051,PC-0166,Disconnect
{J0Y1-H1RD21JO-1546FPES},08/10/2010 08:15:09,MTB0620,PC-9348,Connect
{L3U9-M5SV34EG-5423CSRN},08/10/2010 08:16:20,LCB0664,PC-3196,Connect
{U2C1-Q7XQ89ZB-6283QXVX},08/10/2010 08:16:42,JDB0169,PC-7502,Connect
{V8E3-X8HB84YH-1979RTFH},08/10/2010 08:17:19,JDB0169,PC-7502,Disconnect
{W3F6-I0AP24CH-5918QGLK},08/10/2010 08:17:31,VIA0063,PC-2684,Connect
{K2Y6-R6KF96FE-6225OCRC},08/10/2010 08:17:45,NOB0181,PC-3446,Disconnect
{Q8E2-K2SH93ZV-5123SLJP},08/10/2010 08:18:54,AVM0947,PC-0285,Disconnect
{M5O2-Z8AW68NV-8896GYWS},08/10/2010 08:19:54,NWT0098,PC-4667,Connect
{L5O1-Z7MH16GW-4902KQMY},08/10/2010 08:20:16,HPH0075,PC-2417,Disconnect
{G4G7-M5TW86YZ-6099GEFJ},08/10/2010 08:20:20,JBD0616,PC-1479,Connect
{N1S7-B2LA60XE-7243YBWG},08/10/2010 08:20:28,TNM0961,PC-2030,Disconnect
{Z0G3-B7RH38KF-2835GHNG},08/10/2010 08:21:23,PMC0328,PC-7219,Connect
{W2V3-E9FK35RL-7541QCUZ},08/10/2010 08:21:47,NAF0326,PC-0384,Disconnect
{X0O8-I9ZH51JI-4532XZVW},08/10/2010 08:23:50,HSB0196,PC-8001,Connect
{U0I1-N5VZ24GV-1405BZXJ},08/10/2010 08:25:07,AVM0947,PC-0285,Connect
{N4E2-A0JW52TA-4374AIII},08/10/2010 08:26:31,EDB0714,PC-6103,Connect
{N1X1-Q2RV74YU-3700HWHI},08/10/2010 08:26:45,AVM0947,PC-0285,Disconnect
{T8P3-T4TL87GS-2697OQUD},08/10/2010 08:27:11,RMW0542,PC-7543,Connect
{D1W4-S1XE12YR-7165MLTV},08/10/2010 08:27:49,MOH0273,PC-6699,Connect
{H0U0-E7VD70WY-3070JFZM},08/10/2010 08:28:16,KBG0549,PC-0146,Connect
{L5J9-Z7IG13MA-4656GXES},08/10/2010 08:30:27,RMW0542,PC-7543,Disconnect
{C2N3-F4WA91DA-6472TBXX},08/10/2010 08:33:37,RVF0201,PC-7899,Connect
{J4D8-M5FZ50JG-6212DGQI},08/10/2010 08:33:47,KKW0879,PC-2531,Disconnect
{Z6B1-R6OW70JD-9134MGEM},08/10/2010 08:34:52,LCB0664,PC-3196,Disconnect
{B4P8-H8EQ84VJ-8122FZTM},08/10/2010 08:37:42,MOH0273,PC-6699,Disconnect
{O3T6-Q0PL55PK-3385IBGB},08/10/2010 08:40:02,BEH0615,PC-9461,Connect
{A4G6-R0JW69EE-7307SIPC},08/10/2010 08:40:05,RLG0856,PC-1998,Connect
{L8B6-S7VT89NB-6685ZWPF},08/10/2010 08:40:09,HPH0075,PC-2417,Connect
{I7A6-T5JV72WD-1949PYDB},08/10/2010 08:41:46,IIW0249,PC-0843,Connect
{K2X7-A1FE80KY-3889WJKI},08/10/2010 08:41:51,CWR0502,PC-3737,Connect
{S2S8-D4JH98KF-6428BKWT},08/10/2010 08:42:22,RLG0856,PC-1998,Disconnect
{G0Y8-B0YV76WV-5936XZEJ},08/10/2010 08:44:12,HPH0075,PC-2417,Disconnect
{X3E0-X0IT75AA-9639HCTS},08/10/2010 08:44:39,DLM0051,PC-0166,Connect
{N6N1-T1LU05TY-8681JLHV},08/10/2010 08:46:36,HSB0196,PC-8001,Disconnect
{I6W9-U7NL20BL-8948SURQ},08/10/2010 08:46:54,CWR0502,PC-3737,Disconnect
{Q0D7-D9CX86ZX-6854FRIG},08/10/2010 08:47:07,JBD0616,PC-1479,Disconnect
{M1R6-K7MH93TV-6258WDIT},08/10/2010 08:48:06,LCB0664,PC-3196,Connect
{U7Y6-H8MX82FL-5246RHDP},08/10/2010 08:48:11,RVF0201,PC-7899,Disconnect
{J2O8-E3XR21YC-1469LZOV},08/10/2010 08:48:16,OLW0689,PC-1301,Connect
{X6D7-D7WN68HM-5663JTRO},08/10/2010 08:50:06,NAF0326,PC-0384,Connect
{Q8M2-Z0LR54VV-5857EMOR},08/10/2010 08:50:44,NAF0326,PC-0384,Disconnect
{M3G8-S5AN86YK-7476DSSK},08/10/2010 08:51:13,HCS0003,PC-3054,Connect
{L1W5-A6KK67BF-1444YONL},08/10/2010 08:51:55,LBF0214,PC-3819,Connect
{J9Z8-P9CF08MA-2267IMWB},08/10/2010 08:51:56,DLM0051,PC-0166,Disconnect
{J9E1-W0WK05OP-1864RFOZ},08/10/2010 08:52:04,QRM0739,PC-7343,Disconnect
{S4V8-W6JZ25PR-7584JXKQ},08/10/2010 08:52:34,OLW0689,PC-1301,Disconnect
{P0X6-T3KY93EK-7672GMYO},08/10/2010 08:53:50,MPM0220,PC-2344,Connect
{B6T1-Z7KN12NG-2054FQEF},08/10/2010 08:54:01,SGM0021,PC-1528,Connect
{E0N8-S4HU45TE-7590UOLN},08/10/2010 08:54:24,IIW0249,PC-0843,Disconnect
{Q8Y5-J7OG49CP-1393KBEH},08/10/2010 08:55:10,MTB0620,PC-9348,Disconnect
{E6T3-D4CI67PF-0147EILX},08/10/2010 08:55:21,PMC0328,PC-7219,Disconnect
{R9A1-V5HS47DS-0338THIE},08/10/2010 08:55:56,THR0873,PC-4804,Connect
{S7A8-F8WR15XF-0812PZRG},08/10/2010 08:56:04,KKW0879,PC-2531,Connect
{Z2X9-I4DN81KS-9470ZKPO},08/10/2010 08:56:31,LCB0664,PC-3196,Disconnect
{C6I3-G9ZE04IU-4965EEVU},08/10/2010 08:56:41,MPM0220,PC-2344,Disconnect
{B8X8-R1LF75VQ-0975DLAJ},08/10/2010 08:57:54,KKW0879,PC-2531,Disconnect
{I7I0-G7XN72KX-6797OCPU},08/10/2010 09:00:09,VCC0396,PC-4582,Connect
{R5K6-M8JK13IV-7105FDLA},08/10/2010 09:01:46,NWT0098,PC-4667,Disconnect
{R0E9-P1ZV49DJ-2975LNDR},08/10/2010 09:01:57,BMG0917,PC-6688,Connect
{Y3X1-P9PK51ZG-2774SECT},08/10/2010 09:02:22,AIB0948,PC-8245,Connect
{M0Z4-Z4XV12UU-3988KXAS},08/10/2010 09:02:53,SGM0021,PC-1528,Disconnect
{R0K1-V1PH44CB-4928SCIM},08/10/2010 09:03:18,BMG0917,PC-6688,Disconnect
{K7I7-K4DY07PN-8559QYJJ},08/10/2010 09:03:21,CLB0774,PC-7029,Connect
{U1W2-J0FW29DE-7201SUYJ},08/10/2010 09:03:27,VIA0063,PC-2684,Disconnect
{Q3R3-E4TO19BD-2529WCAX},08/10/2010 09:03:46,MLL0598,PC-0189,Connect
{I1B1-H0AH54MP-3153DMVV},08/10/2010 09:03:54,JDF0593,PC-6301,Connect
{L5J6-Z2YY65XU-3096VQLS},08/10/2010 09:04:02,HCS0003,PC-3054,Disconnect
{I6V5-M1NU78BT-1410VOMB},08/10/2010 09:04:26,XWD0923,PC-1637,Connect
{T2Q9-G3VK16RH-6030TRQB},08/10/2010 09:05:05,EGD0132,PC-4211,Connect
{W1S4-B2KR89YT-4541FKFA},08/10/2010 09:06:07,IIW0249,PC-0843,Connect
{P5P7-E6AE89KL-9033EBUX},08/10/2010 09:06:31,BSS0369,PC-3672,Connect
{Q5C3-Y9JF56AQ-7450RLGM},08/10/2010 09:06:49,EGD0132,PC-4211,Disconnect
{N9D4-W4VJ00XR-5975EXNN},08/10/2010 09:07:53,VCC0396,PC-4582,Disconnect
{G3S1-G3ZA26XR-4953ZCCW},08/10/2010 09:08:23,AJF0370,PC-8651,Connect
{Y6W8-Q3NI83QC-0780EWQU},08/10/2010 09:09:21,VTT0385,PC-5027,Connect
{I6M9-M9KW99OF-8260GPML},08/10/2010 09:09:27,RMW0542,PC-7543,Connect
{L4D0-G7JA76JD-2430HYGC},08/10/2010 09:10:07,MPM0220,PC-2344,Connect
{Y9E8-I3JK27GY-9231KNFO},08/10/2010 09:10:31,EDB0714,PC-6103,Disconnect
{V9R2-L6PK50RB-4945NCLE},08/10/2010 09:10:53,DIB0081,PC-9524,Connect
{Z3E6-I3IS93SP-8600IYOM},08/10/2010 09:11:51,IBB0359,PC-4195,Connect
{O0U6-I9BY05XO-7304GRYB},08/10/2010 09:12:17,CTA0020,PC-3118,Connect
{X3P9-J5EX69ZY-0377ZXTT},08/10/2010 09:12:25,TNM0961,PC-2030,Connect
{P0Q5-F6AT15GF-6764IRNR},08/10/2010 09:12:27,AJN0607,PC-8303,Connect
{S0B9-V8BH63JY-4639UVPS},08/10/2010 09:12:46,MOH0273,PC-6699,Connect
{M1A2-F1ZH96UI-7066QBDQ},08/10/2010 09:12:53,AJF0370,PC-8651,Disconnect
{U4M9-M1VQ93FV-1360HTLJ},08/10/2010 09:13:01,AIB0948,PC-8245,Disconnect
{Y8L2-Y6BJ78AG-8380IPHK},08/10/2010 09:13:23,CTA0020,PC-3118,Disconnect
{H1D0-T7QJ59KF-4858ZDJS},08/10/2010 09:15:31,IBB0359,PC-4195,Disconnect
{P9A7-L4KM64UU-5036CCIL},08/10/2010 09:16:29,JFC0557,PC-9179,Connect
{Q2L6-L5ST05YT-6974TPDY},08/10/2010 09:16:37,QRM0739,PC-7343,Connect
{W7K1-W2GR24DX-4624FZVQ},08/10/2010 09:16:46,OCS0865,PC-8309,Connect
{B6E7-C5PH83ZS-6773PTIY},08/10/2010 09:17:07,MOH0273,PC-6699,Disconnect
{P5N2-Y0TY67TB-8868UDQJ},08/10/2010 09:17:31,JFC0557,PC-9179,Disconnect
{K7D9-H5PY57YC-4594WJBK},08/10/2010 09:17:38,BMG0917,PC-6688,Connect
{X9Y9-F6XI30MG-2526EHVV},08/10/2010 09:18:54,VTT0385,PC-5027,Disconnect
{Q7Y3-W4SX51RX-8987RKYE},08/10/2010 09:20:01,OLW0689,PC-1301,Connect
{I7P3-T3VX77OC-3564WJRE},08/10/2010 09:20:10,IBB0359,PC-4195,Connect
{B9U3-J6ED88TD-5089GAQE},08/10/2010 09:20:15,JDF0593,PC-6301,Disconnect
{A1C6-W3AO95XX-7789GMKY},08/10/2010 09:20:38,CTA0020,PC-3118,Connect
{F3H4-D6EG86RR-8348EANR},08/10/2010 09:20:44,CLB0774,PC-7029,Disconnect
{O2B5-C6FA03QP-6075PSGF},08/10/2010 09:20:46,JNJ0556,PC-0576,Connect
{A4L4-S9IH35KU-4197CNDD},08/10/2010 09:20:56,VTT0385,PC-5027,Connect
{O0Q2-P7NO03IZ-4115NWFQ},08/10/2010 09:21:12,BSS0369,PC-3672,Disconnect
{E4L8-O1FF25HX-0315XXPQ},08/10/2010 09:21:24,IBB0359,PC-4195,Disconnect
{D9B5-V6RI71IV-6980HNFE},08/10/2010 09:21:33,VSS0154,PC-6055,Connect
{D0N1-T6FH92CP-9534XDWW},08/10/2010 09:21:38,NDM0417,PC-9134,Connect
{B5H0-Y2VS79WF-3688HLZQ},08/10/2010 09:21:46,OLW0689,PC-1301,Disconnect
{F6B5-P8RC08MJ-3670CROM},08/10/2010 09:22:00,MPM0220,PC-2344,Disconnect
{L2B2-R8GT30JN-7578ESKT},08/10/2010 09:22:10,MOS0047,PC-5820,Connect
{H9M2-O0MG72HA-6030AJEZ},08/10/2010 09:22:51,IBB0359,PC-4195,Connect
{W0J1-B4AU35MW-1168QUJK},08/10/2010 09:22:51,JNJ0556,PC-0576,Disconnect
{L9O0-U7ZE96DI-9241PBPW},08/10/2010 09:23:59,IBB0359,PC-4195,Disconnect
{A4O6-K0TB45SW-5432DZWT},08/10/2010 09:24:12,MOS0047,PC-5820,Disconnect
{T9Q1-T4SH43QM-7769EPCI},08/10/2010 09:24:58,JJH0613,PC-9171,Connect
{P1R9-N1PC51KT-9839TROS},08/10/2010 09:25:16,THR0873,PC-4804,Disconnect
{P0Z7-X3ZD20LQ-9760BMDD},08/10/2010 09:25:36,IBB0359,PC-4195,Connect
{P2Q9-N4CS92PP-4217YCCP},08/10/2010 09:26:08,IIW0249,PC-0843,Disconnect
{U1S4-F5BY71YG-0303KATS},08/10/2010 09:26:27,LCB0664,PC-3196,Connect
